21        	1.0                 	123.203715          	123.203715          	1.0                 	0.004036789003520575	0.0021511714952481315
43        	1.0                 	349.522089          	429.718188          	0.8133751345893695  	0.008148066157891896	0.006308055410348481
65        	1.0                 	515.510075          	617.360204          	0.835023170686914   	0.010687372254577283	0.009111072267982134
86        	1.0                 	691.3987070000001   	821.345252          	0.8417881582883979  	0.014282385410806828	0.011291210912590492
108       	1.0                 	933.947907          	1134.6520719999999  	0.8231139131079823  	0.018877093321840243	0.01382334291502384 
130       	1.0                 	1052.974958         	1281.880044         	0.8214301821208475  	0.02333256277134634 	0.01597978093146208 
152       	1.0                 	1163.537582         	1392.442668         	0.8356089688570215  	0.027497492793631347	0.017777404362428056
173       	1.0                 	1668.5027209999998  	2046.3290709999997  	0.8153638359761152  	0.03352978035612155 	0.020945019603734162
195       	1.0                 	1823.0281019999998  	2200.8544519999996  	0.8283274254430343  	0.03965070433891197 	0.023663295581529225
217       	1.0                 	1988.8526169999998  	2469.5558089999995  	0.805348318005961   	0.04575537650621232 	0.026562847081355378
239       	1.0                 	2630.1115149999996  	3721.7179939999996  	0.70669285508471    	0.05384828299772428 	0.03279010280566356 
260       	1.0                 	2894.5009689999997  	4181.403893         	0.6922318539583375  	0.061908369216698345	0.039427776216451105
282       	1.0                 	3066.3257569999996  	4430.005969         	0.6921719244753459  	0.06977266934645138 	0.04559536390644293 
304       	1.0                 	3179.748722         	4696.0835449999995  	0.6771065062046293  	0.07695350732562577 	0.05173164669645849 
326       	1.0                 	3458.257741         	5198.538457         	0.6652365409249487  	0.08449929128557078 	0.05800968864117326 
369       	0.9411764705882353  	3592.479532         	5357.560385         	0.6705439180971546  	0.08628181839370398 	0.060070904591498504
413       	0.8947368421052632  	3644.6638949999997  	5410.615204         	0.6736135832216539  	0.08799002850369315 	0.061705404451804474
434       	0.9                 	3766.5214239999996  	5575.655409         	0.6755298072976733  	0.09436938529072442 	0.0662818808947857  
456       	0.9047619047619048  	4248.4964199999995  	6300.998473         	0.6742576495145899  	0.10180171247366399 	0.07159324586914109 
478       	0.9090909090909091  	4357.9109149999995  	6424.524493         	0.678324274387664   	0.10900987914359668 	0.07652149883791633 
500       	0.9130434782608695  	4453.464690999999   	6608.542457         	0.6738951470732754  	0.11552754732146109 	0.08125307877697817 
630       	0.7586206896551724  	4510.743458999999   	6665.821225         	0.6766973350684183  	0.10031674426676483 	0.07075263669742139 
695       	0.71875             	4695.930500999999   	6866.373022         	0.6839026201976125  	0.09881898695462661 	0.06969068090366576 
782       	0.6666666666666666  	4788.776152999999   	6980.036711         	0.6860674737502823  	0.09491353828871023 	0.06683000113052903 
804       	0.6756756756756757  	4879.684118999999   	7070.9446769999995  	0.6901035635128614  	0.09940487703841187 	0.06979582172630465 
847       	0.6666666666666666  	5035.571424999998   	7307.242450999999   	0.6891206168081748  	0.10119009780648021 	0.07092822075804144 
869       	0.675               	5196.566471999999   	7493.188173999999   	0.6935054013498739  	0.10562059687746561 	0.0738317099961702  
891       	0.6829268292682927  	5374.651867999999   	7745.912164999999   	0.6938694570131366  	0.10955360467322293 	0.07668031187494459 
